Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
3289,Brad Furman,356,Movie,The Lincoln Lawyer,2011,R,118 min,"Dramas, Thrillers",A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.,356,Grannie Bearcroft,1946,356,Mills and Sons,1997,864,Best Movie
3327,,533,TV Show,Scream,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",533,Gale Tewelson,1465,533,"Veum, Welch and Jacobi",2008,153,Critical recognition
3537,Peter Spirer,171,Movie,Rhyme & Reason,1997,R,89 min,"Documentaries, Music & Musicals","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",171,Carina Sammons,984,171,Harvey-Okuneva,1993,686,Best Song
3565,Matt Ogens,561,Movie,Audible,2021,PG-13,39 min,"Documentaries, Sports Movies","Shaken by a friend's suicide, a Deaf high school football player copes with family and relationships while anticipating his final homecoming game.",561,Gran Heggs,1557,561,"Ernser, Weissnat and Douglas",2012,1117,Critical recognition
3674,Bahij Hojeij,636,Movie,Here Comes the Rain,2010,TV-MA,101 min,"Dramas, International Movies","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",636,Stanton Hegg,1103,636,Goodwin Group,2008,552,Best Actor
3719,David Benullo,385,Movie,Hostage House,2021,TV-14,86 min,Thrillers,"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",385,Nathanil Somner,810,385,"Littel, Schroeder and Pacocha",1997,711,Best Movie
3722,,107,TV Show,Bunk'd,2021,TV-G,5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",107,Townie Fanti,1941,107,"Quigley, Wisoky and Schultz",2003,477,Best Actress
3754,,287,TV Show,Gabby's Dollhouse,2021,TV-Y,2 Seasons,Kids' TV,"Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.",287,Peta Eve,754,287,Ondricka LLC,1958,194,Best Song
3762,,187,TV Show,Hometown Cha-Cha-Cha,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",187,Merla Dougary,1811,187,McKenzie and Sons,2001,1315,Best Actress
3814,,213,TV Show,Rebellion,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",213,Skip Buddock,1626,213,Bogan-Hilll,2007,137,Best Movie
3822,Bong Joon Ho,556,Movie,Snowpiercer,2013,R,126 min,"Action & Adventure, Cult Movies, International Movies",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,556,Delly Slingsby,498,556,Kautzer-Lynch,1993,255,Best Actor
3842,Shen Leping,622,TV Show,Legend of Exorcism,2020,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows","After leaving Yaojin Palace, Kong Hongjun arrives in Chang'an to battle demons and forms a bond with exorcism squad chief Li Jinglong.",622,Josephina Bwy,178,622,Shanahan-MacGyver,2009,796,Best Screenplay
3852,Bhushan Patel,212,Movie,Ragini MMS 2,2014,TV-MA,113 min,"Horror Movies, International Movies",The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.,212,Godart Agg,1586,212,Baumbach Group,1986,1190,Best Actress
3892,Sharan Koppisetty,191,Movie,Thimmarusu,2021,TV-14,125 min,"Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",191,Renate Cockarill,640,191,Langworth Group,1998,335,Best Album
4018,,235,TV Show,Oggy Oggy,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,235,Kial Maddaford,962,235,"Abernathy, Waters and Cruickshank",2006,846,Best Actress
4138,Laura Fairrie,305,Movie,Lady Boss: The Jackie Collins Story,2021,TV-14,97 min,Documentaries,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",305,Avivah Bravery,1746,305,"Price, Gulgowski and Leuschke",2008,1001,Best Actress
4139,Susan Lacy,309,Movie,American Masters: Inventing David Geffen,2012,TV-MA,115 min,Movies,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",309,Verna Hallsworth,1303,309,Willms Inc,1999,1463,Best Album
4234,Najwa Najjar,366,Movie,Eyes of a Thief,2014,TV-14,103 min,"Dramas, Independent Movies, International Movies","After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago.",366,Curcio Jeremaes,1621,366,"Pfannerstill, Nikolaus and Lakin",2007,391,Best Screenplay
4287,Spike Lee,140,Movie,Do the Right Thing,1989,R,120 min,"Classic Movies, Comedies, Dramas","On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",140,Gavrielle Pickett,1850,140,Hickle Inc,2007,275,Best Album
4293,Apoorva Lakhia,208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,208,Anna-diana Jansa,786,208,"Bartoletti, Casper and Corkery",2003,389,Best Actress
4301,,105,TV Show,Tayo the Little Bus,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",105,Vasily Lynch,1798,105,McCullough-Weimann,2006,54,Best Script
4305,George Nolfi,39,Movie,Birth of the Dragon,2017,PG-13,96 min,"Action & Adventure, Dramas","A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",39,Penny Marval,458,39,Skiles Group,2001,395,Best Movie
4325,Umesh Ghadge,204,Movie,Kyaa Kool Hain Hum 3,2016,TV-MA,124 min,"Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",204,Loreen Suche,543,204,Spencer LLC,2000,906,Best Screenplay
4478,Robin Bissell,600,Movie,The Best of Enemies,2019,PG-13,133 min,Dramas,"In 1971, a summit on school integration in North Carolina pits a civil rights activist against a Ku Klux Klan leader, sparking an unlikely friendship.",600,Northrup O'Devey,1408,600,Christiansen and Sons,1987,1454,Best Actor
4536,Seyi Babatope,430,Movie,Sanitation Day,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,430,Pattin Bester,1010,430,Olson-Deckow,2006,347,Best Script
4562,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey",638,TV Show,Ray,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.",638,Claudetta Wynn,158,638,Schaden-Gutkowski,2001,127,Best Movie
4663,Chris Koch,594,Movie,Snow Day,2000,PG,89 min,"Children & Family Movies, Comedies","When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",594,Olivie Inworth,288,594,"Hermiston, Dickinson and Kunze",1988,117,Best Screenplay
4705,Brian Levant,326,Movie,Beethoven,1992,PG,87 min,"Children & Family Movies, Comedies","A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",326,Christiana Kinnach,547,326,Feest LLC,1996,1406,Best Screenplay
4717,Dave Needham,250,Movie,The Loud House Movie,2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!",250,Neysa Knowles,1128,250,Kulas-Fisher,2008,173,Critical recognition
4768,David Yarovesky,65,Movie,Nightbooks,2021,TV-PG,103 min,Children & Family Movies,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,65,Nancey Farthin,1871,65,"Gleichner, Schneider and Beer",1988,1200,Best Script
4812,Joe Alves,44,Movie,Jaws 3,1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers","After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",44,Bob Gallahar,938,44,Haley Inc,1989,297,Best Script
4823,Pramod Pawar,542,Movie,Truckbhar Swapna,2018,TV-14,128 min,"Comedies, Dramas, International Movies",A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.,542,Gabrielle Lomond,941,542,"Paucek, Veum and Koss",2007,1428,Critical recognition
4855,John G. Avildsen,603,Movie,The Karate Kid Part II,1986,PG,113 min,"Action & Adventure, Children & Family Movies, Dramas","Daniel and his martial-arts mentor, Mr. Miyagi, visit Okinawa where they battle a hostile new nemesis and a former foe looking to settle an old score.",603,Gussy Orys,378,603,Kovacek-Skiles,2009,902,Best Script
4872,Antoine Fuqua,175,Movie,Tears of the Sun,2003,R,121 min,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",175,Arte Gullberg,1781,175,Cole Group,2000,62,Critical recognition
4949,"Eva Müller, Michael Schmitt",319,Movie,Shiny_Flakes: The Teenage Drug Lord,2021,TV-MA,97 min,"Documentaries, International Movies","Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",319,Tootsie Fearne,567,319,"Rice, Weissnat and Russel",1997,432,Best Actor
4993,,369,TV Show,Khawatir,2009,TV-14,1 Season,"International TV Shows, Reality TV",Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.,369,Freda McGenn,123,369,Cremin and Sons,1994,678,Best Song
5008,,188,TV Show,The Ingenuity of the Househusband,2021,TV-G,1 Season,"International TV Shows, TV Comedies",A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,188,Ronald Sollis,1448,188,Kunze Group,2011,1141,Best Album
5064,Rajiv Chilaka,411,Movie,Chhota Bheem And The Broken Amulet,2013,TV-Y7,64 min,Children & Family Movies,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",411,Lindsy MacNulty,1415,411,"Keeling, Goodwin and Johnson",1994,354,Best Actress
5091,Richard LaGravenese,143,Movie,Freedom Writers,2007,PG-13,124 min,Dramas,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",143,Shamus Ratchford,660,143,"Hickle, Kshlerin and Murphy",2007,1500,Best Screenplay
5104,,510,TV Show,Ask the StoryBots,2019,TV-Y,3 Seasons,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",510,Tammie O'Neil,1869,510,Kessler-Harvey,2005,169,Best Song
5107,,488,TV Show,The Cook of Castamar,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",488,Marja Staley,693,488,"Simonis, Wuckert and Stamm",2012,158,Best Song
5110,Jane Campion,123,Movie,In the Cut,2003,R,118 min,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",123,Tomas Aylward,869,123,"Grady, Schmeler and Schultz",2010,996,Critical recognition
5183,Martin Brest,580,Movie,Midnight Run,1988,R,126 min,"Action & Adventure, Classic Movies, Comedies",A cop-turned-bounty hunter runs into trouble as he races from New York to Los Angeles with a fugitive accountant who embezzled millions from the mob.,580,Spence Whitcomb,1437,580,Kulas LLC,2002,195,Best Movie
5190,Quentin Tarantino,393,Movie,Django Unchained,2012,R,165 min,"Action & Adventure, Dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",393,Clarette Grzes,1851,393,"Lebsack, Schamberger and Torp",1993,1378,Best Movie
5209,Semi Chellas,470,Movie,American Woman,2019,TV-MA,87 min,"Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears.",470,Chandal Thexton,445,470,"Sporer, Schroeder and Weimann",1997,802,Critical recognition
5514,Magnus Martens,215,Movie,SAS: Rise of the Black Swan,2021,R,124 min,"Action & Adventure, International Movies","A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train.",215,Sterling Blankenship,1642,215,Yundt-Abshire,1997,1081,Best Actress
5547,"Ramzy Bedia, Éric Judor",189,Movie,2 Alone in Paris,2008,TV-MA,97 min,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",189,Al Sodeau,1491,189,Keebler-Emmerich,2000,77,Best Script
5568,Paul W.S. Anderson,582,Movie,Mortal Kombat,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world.,582,Cliff Olivella,1592,582,Waelchi-Monahan,2001,951,Best Album
5620,John G. Avildsen,602,Movie,The Karate Kid,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals.",602,Lane Walsham,1911,602,Reichert Group,1999,338,Best Screenplay
5629,Mayye Zayed,458,Movie,Lift Like a Girl,2021,TV-PG,93 min,"Documentaries, International Movies, Sports Movies","With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.",458,Earvin Milton-White,626,458,Thiel-Botsford,2008,1017,Best Screenplay
5679,,525,TV Show,Midnight Diner: Tokyo Stories,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,525,Kennett Conaghy,1773,525,"Lehner, Rice and Jast",2004,59,Best Album
5681,Wolfgang Petersen,184,Movie,In the Line of Fire,1993,R,129 min,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,184,Ermanno Sorsby,1036,184,Rau-Treutel,2013,1386,Best Script
5697,Hajime Kamegaki,58,Movie,Naruto Shippûden the Movie: Bonds,2008,TV-PG,93 min,"Action & Adventure, Anime Features, International Movies","When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",58,Sal Peinke,212,58,Russel-Rosenbaum,2005,48,Best Script
5798,Taylor Sheridan,192,Movie,Wind River,2017,R,107 min,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,192,Doreen Pettyfar,1075,192,"Boehm, Greenfelder and Schinner",2007,476,Critical recognition
5853,Luke Holland,118,Movie,Final Account,2021,PG-13,94 min,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,118,Annette Ballinger,1589,118,Bauch Inc,2005,202,Best Movie
5870,,101,TV Show,Tobot Galaxy Detectives,2019,TV-Y7,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",101,Ingaborg Bulstrode,1585,101,Bahringer-Hermann,1997,81,Best Actress
5947,Izu Ojukwu,307,Movie,'76,2016,TV-PG,118 min,"Dramas, International Movies","When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",307,Nomi Oxbie,1335,307,"Jenkins, Cormier and Purdy",2011,1005,Best Actress
5980,Alexis Almström,94,Movie,JJ+E,2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",94,Aldridge Stolworthy,1133,94,Senger-Leuschke,1994,130,Best Album
5989,,110,TV Show,La casa de papel,2021,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,110,Yorgos Brocklebank,1481,110,Klein Group,1992,1227,Best Song
6087,Christine Luby,507,Movie,This Little Love Of Mine,2021,TV-G,92 min,"International Movies, Romantic Movies",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,507,Mariann Venditti,1187,507,Cummings-Schneider,2008,1312,Best Actress
6114,Justin Baldoni,335,Movie,Five Feet Apart,2019,PG-13,116 min,"Dramas, Romantic Movies",A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,335,Erma Cancutt,551,335,"Rempel, Buckridge and Cronin",1994,750,Best Album
6126,Michelle Bello,375,Movie,Flower Girl,2013,TV-PG,94 min,"Comedies, International Movies, Romantic Movies","When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.",375,Ketti Hedaux,723,375,"Klocko, Abshire and Fay",2005,1116,Critical recognition
6158,,371,TV Show,Outer Banks,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, Teen TV Shows","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",371,Grata Pontefract,1043,371,Renner and Sons,1993,855,Best Script
6167,Miguel Alexandre,253,Movie,Black Island,2021,TV-MA,105 min,"International Movies, Thrillers",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,253,Benito Klas,978,253,Funk and Sons,2009,1187,Best Actress
6241,Jameel Buari,620,Movie,Deranged,2020,TV-14,98 min,"Dramas, International Movies",A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.,620,Cindy Dubock,440,620,"Beatty, Wilderman and Effertz",1993,1210,Critical recognition
6287,Scott Stewart,29,Movie,Dark Skies,2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy","A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",29,Kerri Waryk,834,29,"Ferry, Rowe and Homenick",2005,752,Critical recognition
6295,Jonathan Hensleigh,637,Movie,The Ice Road,2021,PG-13,109 min,Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",637,Sunny Serrels,875,637,Harris Group,1960,995,Critical recognition
6315,Robert Zemeckis,328,Movie,Beowulf,2007,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,328,Ichabod Gosalvez,689,328,"Schultz, Spencer and Rodriguez",2002,192,Critical recognition
6344,Kim Tae-hyung,557,Movie,The 8th Night,2021,TV-14,116 min,"Horror Movies, International Movies, Thrillers","With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",557,Orion Merdew,1705,557,Spencer-Kirlin,1994,1051,Best Actor
6368,Adam McKay,598,Movie,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies","NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog.",598,Janeta Hellard,1042,598,Conroy-Schoen,1971,218,Best Song
6390,Tommy Chong,455,Movie,Cheech & Chong's Still Smokin,1983,TV-MA,91 min,"Comedies, Cult Movies","Stoner comedians Cheech Marin and Tommy Chong arrive in Amsterdam to find they've been mistakenly invited, then take the stage live as a replacement act.",455,Nestor Loveridge,548,455,Feest-Robel,2003,172,Best Screenplay
6403,Joe Roth,336,Movie,Freedomland,2006,R,113 min,"Dramas, Thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",336,Nelia Piff,1966,336,Mueller Group,1998,620,Best Actor
6500,"Rajiv Chilaka, Owll Mina",422,Movie,Chhota Bheem: Dus Pe Dus,2014,TV-Y7,63 min,Children & Family Movies,"After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief.",422,Fabien Vondrak,685,422,Braun-Miller,2006,661,Best Screenplay
6509,"Roberto De Feo, Paolo Strippoli",464,Movie,A Classic Horror Story,2021,TV-MA,95 min,"Horror Movies, International Movies","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",464,Drucill Paddy,1628,464,"Stiedemann, Green and Fadel",1992,887,Best Movie
6549,Steven C. Miller,142,Movie,Extraction,2015,R,82 min,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",142,Robby Vernall,480,142,Tromp-Kirlin,1990,215,Best Album
6606,Claire McCarthy,586,Movie,Ophelia,2018,PG-13,106 min,"Dramas, Romantic Movies","In this retelling of “Hamlet” from Ophelia’s point of view, the lady-in-waiting’s shared love with Denmark’s prince is ruined by treachery and madness.",586,Mildrid Mervyn,285,586,Thiel-Bartoletti,2000,348,Critical recognition
6656,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",433,Movie,Trollhunters: Rise of the Titans,2021,TV-Y7,106 min,Children & Family Movies,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",433,Shandeigh Van Salzberger,1176,433,"Hodkiewicz, Schaden and Reynolds",1992,1116,Best Actress
6664,Lasse Hallström,130,Movie,An Unfinished Life,2005,PG-13,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",130,Esta Lovekin,258,130,Zieme-Ziemann,2011,786,Best Song
6675,"Anurin Nwunembom, Musing Derrick",506,Movie,Therapy,2020,TV-PG,85 min,"Dramas, International Movies",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.,506,Helaina Macro,452,506,Hintz and Sons,2000,392,Best Song
6737,Sachin Yardi,205,Movie,Kyaa Super Kool Hain Hum,2012,TV-MA,136 min,"Comedies, International Movies",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,205,Jay MacFarlan,1124,205,Treutel Group,1998,978,Best Script
6750,Udoka Oyeka,508,Movie,Three Thieves,2019,TV-14,108 min,"Comedies, International Movies","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels.",508,Hatti Truelock,1020,508,Leffler Inc,2010,1345,Best Album
6768,Mark Lo,234,Movie,Count Me In,2021,TV-MA,82 min,"Documentaries, Music & Musicals",This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,234,Torrey O'Sheerin,447,234,Quigley Inc,1998,856,Best Song
6776,Rajiv Chilaka,416,Movie,Chhota Bheem aur Krishna,2009,TV-Y7,68 min,Children & Family Movies,"Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!",416,Mycah Arber,846,416,Blanda-Dare,2000,1197,Best Script
6868,,537,TV Show,Tales by Light,2018,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",537,Fredrika Kaliszewski,100,537,"Jerde, Stamm and Marvin",1985,1292,Critical recognition
6906,Leigh Janiak,480,Movie,Fear Street Part 2: 1978,2021,R,111 min,Horror Movies,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.",480,Rafaela Chrystie,1111,480,Bernier and Sons,1997,353,Best Actor
6921,"Chapman Way, Maclain Way",186,Movie,Untold: Crime & Penalties,2021,TV-MA,86 min,"Documentaries, Sports Movies","They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",186,Brigida Tomczykowski,383,186,Lebsack Inc,2004,888,Critical recognition
6972,Edward Drake,438,Movie,Cosmic Sin,2021,R,88 min,Action & Adventure,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",438,Tyne Deary,173,438,"Schuster, Wisoky and Leannon",2005,454,Best Album
7010,J.J. Abrams,595,Movie,Star Trek,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy","On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander.",595,Hieronymus Petican,1147,595,Kris-Wilkinson,2012,1483,Best Movie
7060,Ivan Reitman,584,Movie,No Strings Attached,2011,R,109 min,"Comedies, Romantic Movies","""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture.",584,Hedwig Norgan,656,584,Conroy LLC,2008,192,Best Actor
7137,Rathindran R Prasad,239,Movie,Boomika (Malayalam),2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",239,Chelsy Blankenship,101,239,Lind LLC,2003,1334,Best Actor
7164,,572,TV Show,Generation 56k,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A chance encounter leads two 30-somethings to remember 1998, the year their teenage hormones kicked in — and the internet changed their lives forever.",572,Buddy Cressy,800,572,Green-McClure,1995,232,Best Script
7195,Rajiv Chilaka,421,Movie,Chhota Bheem: Dholakpur to Kathmandu,2012,TV-Y7,70 min,Children & Family Movies,Bheem’s holiday in Nepal takes an unexpected turn when he is called on to save a monkey cub from snow leopards and reunite him with his father.,421,Sydney Derle,1770,421,Smitham-Schulist,2007,143,Best Album
7231,Tomer Eshed,81,Movie,Firedrake the Silver Dragon,2021,TV-Y7,93 min,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",81,Gayler Wolfit,1482,81,Batz Group,1992,1180,Best Album
7249,Crystal Moselle,236,Movie,Untold: Caitlyn Jenner,2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,236,Minnnie Goman,1655,236,Stark Inc,1995,787,Best Song
7376,Neill Blomkamp,134,Movie,Chappie,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",134,Nelli Lackney,1251,134,Powlowski-Fahey,2001,534,Best Actor
7386,,225,TV Show,Motel Makeover,2021,TV-14,1 Season,"International TV Shows, Reality TV","Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",225,Farrel Adger,863,225,Reinger Group,1997,1116,Best Song
7402,Nima Nourizadeh,475,Movie,American Ultra,2015,R,96 min,"Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.",475,Ericka Peel,213,475,Schoen and Sons,1999,178,Best Movie
